0,1,2,3
0.0,3.0,997.0,0.0
0.6512177415093866,4.0,996.0,0.0
0.7987106597697754,3.0,996.0,1.0
1.2844727167862342,2.0,996.0,2.0
2.5309036141925443,3.0,995.0,2.0
3.5921031651500064,4.0,994.0,2.0
4.2824958925887975,5.0,993.0,2.0
4.7791756126285705,6.0,992.0,2.0
5.0184551328170395,5.0,992.0,3.0
5.9838383813471285,6.0,991.0,3.0
6.558569370883033,7.0,990.0,3.0
6.737067269375418,8.0,989.0,3.0
6.815861620193752,9.0,988.0,3.0
7.403141827562628,10.0,987.0,3.0
7.682124023509485,11.0,986.0,3.0
7.775757423943703,12.0,985.0,3.0
7.814954447375489,13.0,984.0,3.0
8.088142592977924,14.0,983.0,3.0
8.425503034174953,15.0,982.0,3.0
8.44850387674824,14.0,982.0,4.0
8.472089254786969,13.0,982.0,5.0
8.517817402773156,12.0,982.0,6.0
8.598221827674806,13.0,981.0,6.0
8.680233637634817,12.0,981.0,7.0
9.563572399980922,13.0,980.0,7.0
9.580164005956915,12.0,980.0,8.0
9.696385822662071,11.0,980.0,9.0
9.714699857843756,10.0,980.0,10.0
9.802349422557366,9.0,980.0,11.0
9.838253194586649,10.0,979.0,11.0
10.032378741645934,11.0,978.0,11.0
10.04151760816538,10.0,978.0,12.0
10.085325034466951,9.0,978.0,13.0
10.185837011099933,10.0,977.0,13.0
10.238565835366042,11.0,976.0,13.0
10.426180720872637,10.0,976.0,14.0
10.518481609919299,9.0,976.0,15.0
10.58161227209886,10.0,975.0,15.0
10.648125192060022,11.0,974.0,15.0
10.780958846742209,10.0,974.0,16.0
10.849935487211603,11.0,973.0,16.0
11.175718214426386,12.0,972.0,16.0
11.198573963668949,13.0,971.0,16.0
11.298648608277773,12.0,971.0,17.0
11.337277077979108,13.0,970.0,17.0
11.386930174224867,12.0,970.0,18.0
11.498879715116962,13.0,969.0,18.0
11.544438495893623,14.0,968.0,18.0
11.60266075525148,13.0,968.0,19.0
11.809021522441908,14.0,967.0,19.0
11.840933720320516,13.0,967.0,20.0
11.86885678881801,12.0,967.0,21.0
12.00307248285119,13.0,966.0,21.0
12.016878682538014,14.0,965.0,21.0
12.205432263885026,15.0,964.0,21.0
12.430535257232387,16.0,963.0,21.0
12.542283802505121,17.0,962.0,21.0
12.614795408082296,18.0,961.0,21.0
12.645511797338102,19.0,960.0,21.0
12.730601308442921,20.0,959.0,21.0
12.730645547255538,21.0,958.0,21.0
12.741793649598147,22.0,957.0,21.0
12.807865233830523,21.0,957.0,22.0
12.89985436450498,22.0,956.0,22.0
13.16108300563393,21.0,956.0,23.0
13.206877812523011,20.0,956.0,24.0
13.225217792273387,21.0,955.0,24.0
13.343843061146709,20.0,955.0,25.0
13.550172903765358,21.0,954.0,25.0
13.587412131046646,22.0,953.0,25.0
14.025061223716282,23.0,952.0,25.0
14.2203550348082,24.0,951.0,25.0
14.232798847386032,25.0,950.0,25.0
14.246357935041464,26.0,949.0,25.0
14.44406809509508,27.0,948.0,25.0
14.559036731153716,28.0,947.0,25.0
14.560217026570477,29.0,946.0,25.0
14.566144552891444,30.0,945.0,25.0
14.729288944517286,29.0,945.0,26.0
14.873366741606686,30.0,944.0,26.0
15.004082005094125,31.0,943.0,26.0
15.046017703028275,32.0,942.0,26.0
15.062328662975505,31.0,942.0,27.0
15.102445968338326,30.0,942.0,28.0
15.129038162500642,31.0,941.0,28.0
15.142313954442612,30.0,941.0,29.0
15.176233314961829,31.0,940.0,29.0
15.195914805331677,32.0,939.0,29.0
15.332055491167413,33.0,938.0,29.0
15.48796577632615,34.0,937.0,29.0
15.600138414656492,35.0,936.0,29.0
15.672555227477826,34.0,936.0,30.0
15.723090694143654,35.0,935.0,30.0
15.72712334782607,36.0,934.0,30.0
15.727425333193626,35.0,934.0,31.0
15.763188051412428,34.0,934.0,32.0
15.787731915224182,33.0,934.0,33.0
15.801145091693785,34.0,933.0,33.0
15.804199512231913,35.0,932.0,33.0
15.8587547197221,34.0,932.0,34.0
15.860112109788375,35.0,931.0,34.0
15.937261481154623,36.0,930.0,34.0
16.026444902663354,37.0,929.0,34.0
16.095242775005207,38.0,928.0,34.0
16.150996211284795,37.0,928.0,35.0
16.175180200037282,38.0,927.0,35.0
16.184292558013013,39.0,926.0,35.0
16.2888253935038,40.0,925.0,35.0
16.418928087942135,39.0,925.0,36.0
16.475407663253314,38.0,925.0,37.0
16.558740225969135,37.0,925.0,38.0
16.666389388703138,38.0,924.0,38.0
16.68159727935017,39.0,923.0,38.0
16.75431717244913,40.0,922.0,38.0
16.764532206753152,41.0,921.0,38.0
16.83680575668772,42.0,920.0,38.0
16.846529727827065,43.0,919.0,38.0
16.93236365103376,42.0,919.0,39.0
16.955754431158294,43.0,918.0,39.0
17.02979986507214,44.0,917.0,39.0
17.04897151466055,43.0,917.0,40.0
17.06978041041903,42.0,917.0,41.0
17.133130718897807,41.0,917.0,42.0
17.259100109124706,42.0,916.0,42.0
17.279539072336405,43.0,915.0,42.0
17.3032510342126,44.0,914.0,42.0
17.349971021092944,43.0,914.0,43.0
17.38811159717632,42.0,914.0,44.0
17.411691242827683,41.0,914.0,45.0
17.427973220419503,40.0,914.0,46.0
17.512271189539167,39.0,914.0,47.0
17.53471333817928,40.0,913.0,47.0
17.549600435183148,39.0,913.0,48.0
17.553185375499048,40.0,912.0,48.0
17.623687665654842,41.0,911.0,48.0
17.86009350360997,40.0,911.0,49.0
17.992305306224115,39.0,911.0,50.0
17.99950615948886,38.0,911.0,51.0
18.003820171447252,37.0,911.0,52.0
18.16104668422679,38.0,910.0,52.0
18.198465252977503,39.0,909.0,52.0
18.244603953036133,38.0,909.0,53.0
18.262394177739278,39.0,908.0,53.0
18.323678839502946,38.0,908.0,54.0
18.397061149875334,39.0,907.0,54.0
18.41353424642168,38.0,907.0,55.0
18.462789372846807,37.0,907.0,56.0
18.544065769609745,38.0,906.0,56.0
18.69581943026211,39.0,905.0,56.0
18.707108283411664,40.0,904.0,56.0
18.76545208678406,41.0,903.0,56.0
18.780281433599427,40.0,903.0,57.0
18.794672868223714,41.0,902.0,57.0
18.863938061957622,42.0,901.0,57.0
18.86495386292619,41.0,901.0,58.0
18.91340947533367,42.0,900.0,58.0
18.932076735954517,43.0,899.0,58.0
18.9430739777803,44.0,898.0,58.0
18.95749838058928,45.0,897.0,58.0
19.068271772810025,44.0,897.0,59.0
19.07558981088367,45.0,896.0,59.0
19.143699572554013,46.0,895.0,59.0
19.313187072617296,45.0,895.0,60.0
19.317354712773643,46.0,894.0,60.0
19.382866518626088,45.0,894.0,61.0
19.39434641857301,46.0,893.0,61.0
19.41828147236526,45.0,893.0,62.0
19.45744516977588,44.0,893.0,63.0
19.520261742434784,43.0,893.0,64.0
19.543396400073565,42.0,893.0,65.0
19.607222359583215,43.0,892.0,65.0
19.77359649914824,44.0,891.0,65.0
19.776042482150785,45.0,890.0,65.0
19.878354084994555,44.0,890.0,66.0
19.99377791884455,45.0,889.0,66.0
20.015014775887014,44.0,889.0,67.0
20.088585736205026,43.0,889.0,68.0
20.128846447010186,42.0,889.0,69.0
20.166280244541323,41.0,889.0,70.0
20.256172274452172,42.0,888.0,70.0
20.29691502982651,43.0,887.0,70.0
20.38883185483849,44.0,886.0,70.0
20.431943082159258,45.0,885.0,70.0
20.48738359980067,44.0,885.0,71.0
20.499598652637022,45.0,884.0,71.0
20.522687980049632,46.0,883.0,71.0
20.585899936398462,47.0,882.0,71.0
20.59996930190705,46.0,882.0,72.0
20.646897016676142,45.0,882.0,73.0
20.691432003325666,46.0,881.0,73.0
20.71192037458345,47.0,880.0,73.0
20.780205139100207,48.0,879.0,73.0
20.82298229068741,49.0,878.0,73.0
20.83475580464805,50.0,877.0,73.0
20.888359691758005,51.0,876.0,73.0
20.894178267939875,50.0,876.0,74.0
20.898320325532577,51.0,875.0,74.0
20.919865765804644,52.0,874.0,74.0
20.95153109116318,51.0,874.0,75.0
21.01707946966173,50.0,874.0,76.0
21.032415045343686,51.0,873.0,76.0
21.052026849418823,52.0,872.0,76.0
21.084850903896253,53.0,871.0,76.0
21.126223545490628,52.0,871.0,77.0
21.129768523365385,51.0,871.0,78.0
21.23637420382952,50.0,871.0,79.0
21.376237158191774,49.0,871.0,80.0
21.474327452397272,50.0,870.0,80.0
21.480295050338448,51.0,869.0,80.0
21.482745858815786,52.0,868.0,80.0
21.568724518503373,53.0,867.0,80.0
21.5897560180077,54.0,866.0,80.0
21.70054770421779,53.0,866.0,81.0
21.714232914504098,54.0,865.0,81.0
21.76291486240434,55.0,864.0,81.0
21.770885311335448,56.0,863.0,81.0
21.84035381621809,57.0,862.0,81.0
21.87806959409374,56.0,862.0,82.0
21.891766343943576,55.0,862.0,83.0
22.009749922601223,56.0,861.0,83.0
22.06325655011538,55.0,861.0,84.0
22.09368417839787,56.0,860.0,84.0
22.09888247543673,55.0,860.0,85.0
22.107505980494434,56.0,859.0,85.0
22.208679865881503,57.0,858.0,85.0
22.21547401387735,58.0,857.0,85.0
22.221455797480207,57.0,857.0,86.0
22.221866642028402,58.0,856.0,86.0
22.242613211178472,59.0,855.0,86.0
22.25173981562082,58.0,855.0,87.0
22.34184832679002,57.0,855.0,88.0
22.446081220444288,56.0,855.0,89.0
22.536566252714117,57.0,854.0,89.0
22.568614197758563,56.0,854.0,90.0
22.58050680788956,55.0,854.0,91.0
22.739923665910105,56.0,853.0,91.0
22.761279929364985,57.0,852.0,91.0
22.771003208673655,58.0,851.0,91.0
22.991472154450584,57.0,851.0,92.0
23.030784340409294,56.0,851.0,93.0
23.174829731436244,55.0,851.0,94.0
23.18611803359145,56.0,850.0,94.0
23.206386343597458,57.0,849.0,94.0
23.237758893054774,58.0,848.0,94.0
23.327752489077685,57.0,848.0,95.0
23.390305572274325,56.0,848.0,96.0
23.404034181058762,55.0,848.0,97.0
23.407614226309263,56.0,847.0,97.0
23.437815337364864,57.0,846.0,97.0
23.460436029056524,56.0,846.0,98.0
23.476237703388556,55.0,846.0,99.0
23.536839250042444,56.0,845.0,99.0
23.570663685826162,55.0,845.0,100.0
23.582297084510092,54.0,845.0,101.0
23.635227356692262,53.0,845.0,102.0
23.92150169466548,52.0,845.0,103.0
23.958702158606815,53.0,844.0,103.0
23.982464286474713,52.0,844.0,104.0
24.062588723977967,53.0,843.0,104.0
24.065051522733423,54.0,842.0,104.0
24.080124313052625,53.0,842.0,105.0
24.094270782914062,54.0,841.0,105.0
24.194064921311014,53.0,841.0,106.0
24.236851868684727,54.0,840.0,106.0
24.264863361606416,55.0,839.0,106.0
24.301704047910892,54.0,839.0,107.0
24.480782007283814,55.0,838.0,107.0
24.490779287632375,56.0,837.0,107.0
24.624398114799355,57.0,836.0,107.0
24.645345336085523,58.0,835.0,107.0
24.677739054512042,59.0,834.0,107.0
24.707574663908257,60.0,833.0,107.0
24.784130357265617,59.0,833.0,108.0
24.790751685832625,60.0,832.0,108.0
24.883202526109983,61.0,831.0,108.0
24.924558134013154,60.0,831.0,109.0
24.939804939323633,61.0,830.0,109.0
24.98351057657255,62.0,829.0,109.0
25.035228433896364,61.0,829.0,110.0
25.04833530556825,62.0,828.0,110.0
25.06776644352529,61.0,828.0,111.0
25.079869344973172,62.0,827.0,111.0
25.086081514633715,63.0,826.0,111.0
25.096502632421593,64.0,825.0,111.0
25.130635238189768,65.0,824.0,111.0
25.152334344368057,66.0,823.0,111.0
25.21613586295029,65.0,823.0,112.0
25.26843714007102,66.0,822.0,112.0
25.2707922144027,67.0,821.0,112.0
25.31618965819363,68.0,820.0,112.0
25.316683365093418,69.0,819.0,112.0
25.369121573001912,70.0,818.0,112.0
25.373280777362876,69.0,818.0,113.0
25.392811111686807,68.0,818.0,114.0
25.437098115718197,67.0,818.0,115.0
25.48924543186632,68.0,817.0,115.0
25.538261928651426,67.0,817.0,116.0
25.546713143019872,66.0,817.0,117.0
25.556289781868678,65.0,817.0,118.0
25.57656439902898,64.0,817.0,119.0
25.61337881138677,65.0,816.0,119.0
25.615861566513605,66.0,815.0,119.0
25.62784766014159,65.0,815.0,120.0
25.661298291086617,66.0,814.0,120.0
25.688572150382974,67.0,813.0,120.0
25.71578462584361,68.0,812.0,120.0
25.717459803970918,67.0,812.0,121.0
25.75702449813773,68.0,811.0,121.0
25.80736520275546,67.0,811.0,122.0
25.84214582351655,66.0,811.0,123.0
25.892669640811338,67.0,810.0,123.0
25.893215251027485,68.0,809.0,123.0
25.893458841703566,69.0,808.0,123.0
25.93861834192332,68.0,808.0,124.0
25.973349849898643,69.0,807.0,124.0
25.988082655146034,70.0,806.0,124.0
26.005745550455583,69.0,806.0,125.0
26.0467443280596,70.0,805.0,125.0
26.07928471379818,69.0,805.0,126.0
26.085308526058693,70.0,804.0,126.0
26.087199818376906,71.0,803.0,126.0
26.1413144548828,72.0,802.0,126.0
26.142753571962917,71.0,802.0,127.0
26.171263731195914,70.0,802.0,128.0
26.184967662186676,71.0,801.0,128.0
26.1874402188511,72.0,800.0,128.0
26.279427353436642,73.0,799.0,128.0
26.287481425077896,72.0,799.0,129.0
26.331232511967123,71.0,799.0,130.0
26.36833454951712,72.0,798.0,130.0
26.390504958667584,71.0,798.0,131.0
26.39712344369031,72.0,797.0,131.0
26.400136054023786,73.0,796.0,131.0
26.420227831647008,74.0,795.0,131.0
26.524974247659895,75.0,794.0,131.0
26.527751267093425,76.0,793.0,131.0
26.594287288065658,75.0,793.0,132.0
26.61949112472178,76.0,792.0,132.0
26.687987250957857,75.0,792.0,133.0
26.76590339061925,76.0,791.0,133.0
26.814720713129773,77.0,790.0,133.0
26.818119259450196,78.0,789.0,133.0
26.827187438497344,79.0,788.0,133.0
26.841140559955075,80.0,787.0,133.0
26.92539827549325,79.0,787.0,134.0
26.962769181826953,80.0,786.0,134.0
26.975492506278965,81.0,785.0,134.0
27.034257589064556,82.0,784.0,134.0
27.06229260553806,81.0,784.0,135.0
27.136782713447875,82.0,783.0,135.0
27.181818342079072,83.0,782.0,135.0
27.18697898592177,82.0,782.0,136.0
27.257780608084495,81.0,782.0,137.0
27.282369714709038,82.0,781.0,137.0
27.326384062904218,81.0,781.0,138.0
27.333528194643858,82.0,780.0,138.0
27.34182269388248,83.0,779.0,138.0
27.37891870812785,84.0,778.0,138.0
27.40260638728034,85.0,777.0,138.0
27.419183573700096,86.0,776.0,138.0
27.57186388837131,85.0,776.0,139.0
27.61009797637738,84.0,776.0,140.0
27.75792288398401,83.0,776.0,141.0
27.76769961802703,82.0,776.0,142.0
27.778075946929604,83.0,775.0,142.0
27.799487762906935,84.0,774.0,142.0
27.80537308995611,85.0,773.0,142.0
27.814707469205807,86.0,772.0,142.0
27.832328152714602,87.0,771.0,142.0
27.845130895490108,86.0,771.0,143.0
27.861674338178155,87.0,770.0,143.0
27.885413321859712,86.0,770.0,144.0
27.944081845474834,87.0,769.0,144.0
27.94419580786338,88.0,768.0,144.0
27.95173987659304,87.0,768.0,145.0
27.959676016363872,88.0,767.0,145.0
27.988721253936276,89.0,766.0,145.0
27.992640989408507,90.0,765.0,145.0
28.00079813740761,91.0,764.0,145.0
28.00799144156956,92.0,763.0,145.0
28.01031090839457,93.0,762.0,145.0
28.01236105546327,94.0,761.0,145.0
28.017567479683045,95.0,760.0,145.0
28.045554030619204,96.0,759.0,145.0
28.052060321451908,95.0,759.0,146.0
28.05235415014994,94.0,759.0,147.0
28.05762671026384,95.0,758.0,147.0
28.081968539050123,94.0,758.0,148.0
28.110884011538626,93.0,758.0,149.0
28.116668714136164,92.0,758.0,150.0
28.177721534665523,93.0,757.0,150.0
28.21438374160305,92.0,757.0,151.0
28.230772554558964,91.0,757.0,152.0
28.25613033286613,92.0,756.0,152.0
28.285914460129412,93.0,755.0,152.0
28.305906868699626,92.0,755.0,153.0
28.308810114314984,93.0,754.0,153.0
28.317272211280088,92.0,754.0,154.0
28.31919607246511,91.0,754.0,155.0
28.343078398361502,90.0,754.0,156.0
28.377902716058735,91.0,753.0,156.0
28.397529071741257,92.0,752.0,156.0
28.422783458152963,91.0,752.0,157.0
28.42445403755987,90.0,752.0,158.0
28.44593620815077,91.0,751.0,158.0
28.47382636266901,92.0,750.0,158.0
28.519865528032085,93.0,749.0,158.0
28.54493052638354,92.0,749.0,159.0
28.549944700792608,91.0,749.0,160.0
28.565876921165582,92.0,748.0,160.0
28.603323641154518,91.0,748.0,161.0
28.603329324566023,92.0,747.0,161.0
28.618402330104715,93.0,746.0,161.0
28.635964697376174,92.0,746.0,162.0
28.646223658540787,93.0,745.0,162.0
28.64635139635621,92.0,745.0,163.0
28.656229902852765,91.0,745.0,164.0
28.665511463635934,92.0,744.0,164.0
28.68083392338206,91.0,744.0,165.0
28.695409221476595,92.0,743.0,165.0
28.731258544689396,91.0,743.0,166.0
28.75910684158953,92.0,742.0,166.0
28.793706831121526,91.0,742.0,167.0
28.795479829191713,92.0,741.0,167.0
28.81492320818274,91.0,741.0,168.0
28.824105948427928,90.0,741.0,169.0
28.826075417956986,89.0,741.0,170.0
28.970502843100626,88.0,741.0,171.0
28.98164114808637,89.0,740.0,171.0
28.991983004454177,90.0,739.0,171.0
28.994987931716505,89.0,739.0,172.0
28.995180672577185,88.0,739.0,173.0
29.009471703185906,89.0,738.0,173.0
29.014543114696433,88.0,738.0,174.0
29.040916421629305,89.0,737.0,174.0
29.052216013446305,90.0,736.0,174.0
29.08384194441557,89.0,736.0,175.0
29.124559958605612,90.0,735.0,175.0
29.136005805363887,89.0,735.0,176.0
29.15474348933592,88.0,735.0,177.0
29.173970079858172,89.0,734.0,177.0
29.198082450976226,88.0,734.0,178.0
29.200255276262705,89.0,733.0,178.0
29.221871976617464,88.0,733.0,179.0
29.261450624784196,89.0,732.0,179.0
29.300983561160805,88.0,732.0,180.0
29.318049723200662,87.0,732.0,181.0
29.324826845584035,86.0,732.0,182.0
29.39403398203616,87.0,731.0,182.0
29.435654369401178,88.0,730.0,182.0
29.44400355400691,89.0,729.0,182.0
29.469215436217326,88.0,729.0,183.0
29.473274495650156,87.0,729.0,184.0
29.502530381753534,86.0,729.0,185.0
29.51692855191419,87.0,728.0,185.0
29.533522682732976,88.0,727.0,185.0
29.544031555023963,87.0,727.0,186.0
29.550517346779134,88.0,726.0,186.0
29.550895817531092,87.0,726.0,187.0
29.599600786878963,86.0,726.0,188.0
29.648967995078443,85.0,726.0,189.0
29.6547685228127,84.0,726.0,190.0
29.721494638278685,85.0,725.0,190.0
29.734952208130913,86.0,724.0,190.0
29.78694754091555,87.0,723.0,190.0
29.80201466168421,88.0,722.0,190.0
29.850976032177353,87.0,722.0,191.0
29.920746850966175,88.0,721.0,191.0
29.925508955603153,89.0,720.0,191.0
29.9314674073202,88.0,720.0,192.0
29.94968359806856,87.0,720.0,193.0
29.997299056749938,86.0,720.0,194.0
30.0076527253013,87.0,719.0,194.0
30.013861886336432,88.0,718.0,194.0
30.04695608390029,89.0,717.0,194.0
30.05710659605516,88.0,717.0,195.0
30.075524134497346,87.0,717.0,196.0
30.11670041114306,86.0,717.0,197.0
30.145798436055514,85.0,717.0,198.0
30.156563380494134,86.0,716.0,198.0
30.159858431927805,85.0,716.0,199.0
30.194412143754132,86.0,715.0,199.0
30.220385855609813,87.0,714.0,199.0
30.267101037568807,86.0,714.0,200.0
30.308294303096027,87.0,713.0,200.0
30.308873017600828,88.0,712.0,200.0
30.3317900102487,89.0,711.0,200.0
30.3397200543194,88.0,711.0,201.0
30.493786445501105,87.0,711.0,202.0
30.49799273551529,86.0,711.0,203.0
30.60465349874037,85.0,711.0,204.0
30.624278533092813,86.0,710.0,204.0
30.7237732013953,85.0,710.0,205.0
30.74902151066064,84.0,710.0,206.0
30.74927084639815,85.0,709.0,206.0
30.754945056234536,84.0,709.0,207.0
30.796676560043508,83.0,709.0,208.0
30.83104139265485,82.0,709.0,209.0
30.834418723130643,81.0,709.0,210.0
30.834969139138703,80.0,709.0,211.0
30.849484937106446,81.0,708.0,211.0
30.88868346622618,82.0,707.0,211.0
30.891569671298,81.0,707.0,212.0
30.89887980676018,82.0,706.0,212.0
30.90741471081776,81.0,706.0,213.0
30.911086556266334,82.0,705.0,213.0
30.928156612750495,81.0,705.0,214.0
30.968392853779605,80.0,705.0,215.0
30.97924036606999,79.0,705.0,216.0
30.987337994913702,78.0,705.0,217.0
31.077638884127246,77.0,705.0,218.0
31.11651011400069,78.0,704.0,218.0
31.171450024219645,79.0,703.0,218.0
31.20249744704134,80.0,702.0,218.0
31.213842405049164,79.0,702.0,219.0
31.220074235591458,78.0,702.0,220.0
31.224909587362554,77.0,702.0,221.0
31.255049926326397,76.0,702.0,222.0
31.374804659288756,75.0,702.0,223.0
31.416175284849828,76.0,701.0,223.0
31.423782510747717,75.0,701.0,224.0
31.459957138401425,76.0,700.0,224.0
31.463533883071943,75.0,700.0,225.0
31.49858783599241,74.0,700.0,226.0
31.503417789211092,75.0,699.0,226.0
31.507147147529036,76.0,698.0,226.0
31.51110504862476,75.0,698.0,227.0
31.513431772562292,76.0,697.0,227.0
31.52115695753329,75.0,697.0,228.0
31.533374451686175,74.0,697.0,229.0
